rank,animal,crowd_score,normalized,rescaled,category
1885,Fer de Lance (Lancehead Pit Viper),0.014428,0.1412,0.1412,non-mesozoic
1886,Sectretary Bird,0.014388,0.1408,0.1408,non-mesozoic
1887,Sharpe's Grysbok,0.014277,0.1397,0.1397,non-mesozoic
1888,Rüppell's Griffon Vulture,0.014109,0.1381,0.1381,non-mesozoic
1889,American Black Vulture,0.014054,0.1375,0.1375,non-mesozoic
1890,American Marten,0.014042,0.1374,0.1374,non-mesozoic
1891,Ferruginous Hawk,0.014000,0.1370,0.1370,non-mesozoic
1892,Red Panda,0.013965,0.1367,0.1367,non-mesozoic
1893,Brazilian Giant Tawny Red Tarantula,0.013910,0.1361,0.1361,non-mesozoic
1894,Australian Magpies (2),0.013817,0.1352,0.1352,non-mesozoic
1895,Rhesus Macaque,0.013766,0.1347,0.1347,non-mesozoic
1896,Tawny Eagle,0.013736,0.1344,0.1344,non-mesozoic
1897,Asian Small-clawed Otter,0.013545,0.1325,0.1325,non-mesozoic
1898,Corsac Fox,0.013360,0.1307,0.1307,non-mesozoic
1899,Standard Poodle,0.013277,0.1299,0.1299,non-mesozoic
1900,Yellow-throated Marten,0.013226,0.1294,0.1294,non-mesozoic
1901,Gray Fox,0.013182,0.1290,0.1290,non-mesozoic
1902,Mussurana,0.013071,0.1279,0.1279,non-mesozoic
1903,Lesser Grison,0.012968,0.1269,0.1269,non-mesozoic
1904,Great Black-backed Gull,0.012889,0.1261,0.1261,non-mesozoic
1905,Chinese Desert (or Mountain) Cat,0.012667,0.1240,0.1240,non-mesozoic
1906,Magnificent Frigatebird,0.012508,0.1224,0.1224,non-mesozoic
1907,Laughing Kookaburra,0.012478,0.1221,0.1221,non-mesozoic
1908,Red-tailed Hawk,0.012377,0.1211,0.1211,non-mesozoic
1909,Toque Macaque,0.012278,0.1201,0.1201,non-mesozoic
1910,Peregrine Falcon,0.012247,0.1198,0.1198,non-mesozoic
1911,Pygmy (Short-tailed) Monitor,0.012101,0.1184,0.1184,non-mesozoic
1912,Bearded Vulture (Lammergeier),0.011961,0.1170,0.1170,non-mesozoic
1913,Auckland Tree Weta (male),0.011961,0.1170,0.1170,non-mesozoic
1914,Margay,0.011868,0.1161,0.1161,non-mesozoic
1915,White-throated Monitor,0.011765,0.1151,0.1151,non-mesozoic
1916,Egyptian Giant Solpugid,0.011733,0.1148,0.1148,non-mesozoic
1917,Coconut (Robber) Crab,0.011571,0.1132,0.1132,non-mesozoic
1918,Wild Turkey (rafter of 2),0.011542,0.1129,0.1129,non-mesozoic
1919,Turkey Vulture,0.011501,0.1125,0.1125,non-mesozoic
1920,Silvery Marmoset,0.011157,0.1092,0.1092,non-mesozoic
1921,Shiba Inu,0.011156,0.1092,0.1092,non-mesozoic
1922,Asiatic Wildcat,0.011125,0.1089,0.1089,non-mesozoic
1923,Great Skua (Bonxie),0.011119,0.1088,0.1088,non-mesozoic
1924,Mangrove Monitor,0.011043,0.1081,0.1081,non-mesozoic
1925,Banded Mongoose,0.010990,0.1075,0.1075,non-mesozoic
1926,Rook,0.010950,0.1072,0.1072,non-mesozoic
1927,Bengal (Common Indian) Monitor,0.010927,0.1069,0.1069,non-mesozoic
1928,Himalayan Red Panda,0.010871,0.1064,0.1064,non-mesozoic
1929,Trumpeter Swan,0.010870,0.1064,0.1064,non-mesozoic
1930,Eurasian Eagle Owl,0.010840,0.1061,0.1061,non-mesozoic
1931,Southern Ground-hornbill,0.010818,0.1059,0.1059,non-mesozoic
1932,Common Green Iguana,0.010812,0.1058,0.1058,non-mesozoic
1933,Himalayan Vulture,0.010736,0.1051,0.1051,non-mesozoic
1934,Northern Pike,0.010646,0.1042,0.1042,non-mesozoic
1935,Geoffroy's Cat,0.010626,0.1040,0.1040,non-mesozoic
1936,Barbary Macaque,0.010578,0.1035,0.1035,non-mesozoic
1937,Black-billed Magpie,0.010557,0.1033,0.1033,non-mesozoic
1938,Pampas Deer,0.010377,0.1015,0.1015,non-mesozoic
1939,Anatolian Predatory Bush-cricket,0.010348,0.1013,0.1013,non-mesozoic
1940,Vervet Monkey,0.010308,0.1009,0.1009,non-mesozoic
1941,Gyrfalcon,0.010253,0.1003,0.1003,non-mesozoic
1942,Common Octopus,0.010234,0.1001,0.1001,non-mesozoic
1943,Common Raven,0.010176,0.0996,0.0996,non-mesozoic
1944,Spectral Bat,0.010044,0.0983,0.0983,non-mesozoic
1945,Common (Small-spotted) Genet,0.009841,0.0963,0.0963,non-mesozoic
1946,Common Barn Owl,0.009513,0.0931,0.0931,non-mesozoic
1947,Crab-eating Fox,0.009327,0.0913,0.0913,non-mesozoic
1948,American Mink,0.009292,0.0909,0.0909,non-mesozoic
1949,European Honey Buzzard,0.009287,0.0909,0.0909,non-mesozoic
1950,Eastern (or Asian) Imperial Eagle,0.009179,0.0898,0.0898,non-mesozoic
1951,Horrid King Assassin Bug,0.009098,0.0890,0.0890,non-mesozoic
1952,Butler's Garter Snake,0.009018,0.0882,0.0882,non-mesozoic
1953,Great Flying Fox,0.009001,0.0881,0.0881,non-mesozoic
1954,Cozumel Raccoon,0.008961,0.0877,0.0877,non-mesozoic
1955,O Shamo' (Shamo Chicken),0.008925,0.0873,0.0873,non-mesozoic
1956,Bengal Cat (female),0.008879,0.0869,0.0869,non-mesozoic
1957,Verreaux's (Giant) Eagle-Owl,0.008765,0.0858,0.0858,non-mesozoic
1958,Patas Monkey,0.008741,0.0855,0.0855,non-mesozoic
1959,Cape Fox,0.008667,0.0848,0.0848,non-mesozoic
1960,Western Pygmy Marmoset,0.008656,0.0847,0.0847,non-mesozoic
1961,Fennec Fox,0.008447,0.0827,0.0827,non-mesozoic
1962,Surinam Horned Frog,0.008413,0.0823,0.0823,non-mesozoic
1963,Gentoo Penguin,0.008392,0.0821,0.0821,non-mesozoic
1964,Coastal Taipan,0.008356,0.0818,0.0818,non-mesozoic
1965,Red-throated Loon,0.008354,0.0817,0.0817,non-mesozoic
1966,Spot-bellied Eagle-owl,0.008332,0.0815,0.0815,non-mesozoic
1967,Sugar Glider,0.008250,0.0807,0.0807,non-mesozoic
1968,Little Owl,0.008244,0.0807,0.0807,non-mesozoic
1969,Canada Goose,0.008224,0.0805,0.0805,non-mesozoic
1970,Northern Goshawk,0.008087,0.0791,0.0791,non-mesozoic
1971,Japanese Spider Crab,0.007862,0.0769,0.0769,non-mesozoic
1972,King Brown (Mulga) Snake,0.007814,0.0765,0.0765,non-mesozoic
1973,Snowy (Arctic) Owl,0.007799,0.0763,0.0763,non-mesozoic
1974,Molina's Hog-nosed Skunk,0.007730,0.0756,0.0756,non-mesozoic
1975,Russian Toy Terrier,0.007715,0.0755,0.0755,non-mesozoic
1976,Common Raven (unkindness of 4),0.007684,0.0752,0.0752,non-mesozoic
1977,Asian House Shrew,0.007487,0.0733,0.0733,non-mesozoic
1978,Mertens' Water Monitor,0.007361,0.0720,0.0720,non-mesozoic
1979,Savannah Monitor,0.007275,0.0712,0.0712,non-mesozoic
1980,Brown Skua,0.007269,0.0711,0.0711,non-mesozoic
1981,American Red Fox,0.007258,0.0710,0.0710,non-mesozoic
1982,Tawny Frogmouth,0.007120,0.0697,0.0697,non-mesozoic
1983,Beelzebufo ampinga,0.001993,0.0195,0.0696,mesozoic-other
1984,Secretary Bird,0.006948,0.0680,0.0680,non-mesozoic
1985,Osprey,0.006925,0.0678,0.0678,non-mesozoic
1986,Indian Eagle-owl,0.006890,0.0674,0.0674,non-mesozoic
1987,Giant Petaltail,0.006791,0.0665,0.0665,non-mesozoic
1988,White-bellied Sea Eagle,0.006740,0.0660,0.0660,non-mesozoic
1989,Arctic Fox,0.006687,0.0654,0.0654,non-mesozoic
1990,Sulphur-crested Cockatoo,0.006642,0.0650,0.0650,non-mesozoic
1991,Giant Huntsman Spider,0.006577,0.0644,0.0644,non-mesozoic
1992,Miniature Fox Terrier,0.006513,0.0637,0.0637,non-mesozoic
1993,Proailurus lemanensis,0.006481,0.0634,0.0634,non-mesozoic
1994,Giant Desert Centipede,0.006434,0.0630,0.0630,non-mesozoic
1995,Dragon Headed Katydid,0.006336,0.0620,0.0620,non-mesozoic
1996,South American Coati,0.006303,0.0617,0.0617,non-mesozoic
1997,Roe Deer (Doe),0.006298,0.0616,0.0616,non-mesozoic
1998,Myrmecia brevinoda,0.006291,0.0616,0.0616,non-mesozoic
1999,Pygmy Hog,0.006230,0.0610,0.0610,non-mesozoic
2000,Lettered Araçari,0.006228,0.0609,0.0609,non-mesozoic
2001,Cobalt Blue Tarantula,0.006007,0.0588,0.0588,non-mesozoic
2002,Snow Petrel,0.005882,0.0576,0.0576,non-mesozoic
2003,Eastern Garter Snake,0.005863,0.0574,0.0574,non-mesozoic
2004,Indian Peacock,0.005861,0.0574,0.0574,non-mesozoic
2005,Herring Gull,0.005757,0.0563,0.0563,non-mesozoic
2006,Oncilla (Little Spotted Cat),0.005452,0.0534,0.0534,non-mesozoic
2007,Shih Tzu,0.005292,0.0518,0.0518,non-mesozoic
2008,King Vulture,0.005121,0.0501,0.0501,non-mesozoic
2009,Aardwolf,0.005099,0.0499,0.0499,non-mesozoic
2010,Papuan Harpy Eagle,0.005074,0.0497,0.0497,non-mesozoic
2011,Triconodon mordax,0.004940,0.0483,0.0483,non-mesozoic
2012,Giant Desert Hairy Scorpion,0.004912,0.0481,0.0481,non-mesozoic
2013,Mallard Duck,0.004886,0.0478,0.0478,non-mesozoic
2014,Striped Skunk,0.004882,0.0478,0.0478,non-mesozoic
2015,Chinese Mantis,0.004713,0.0461,0.0461,non-mesozoic
2016,Hercules Beetle,0.004691,0.0459,0.0459,non-mesozoic
2017,Striped Polecat,0.004635,0.0454,0.0454,non-mesozoic
2018,Great Blue Heron,0.004632,0.0453,0.0453,non-mesozoic
2019,Elephant Beetle,0.004622,0.0452,0.0452,non-mesozoic
2020,Giant Golden-crowned Flying-fox,0.004590,0.0449,0.0449,non-mesozoic
2021,Feral Cat,0.004566,0.0447,0.0447,non-mesozoic
2022,Tarantula Hawk Wasp,0.004534,0.0444,0.0444,non-mesozoic
2023,Pig-nosed Turtle,0.004489,0.0439,0.0439,non-mesozoic
2024,Venezuelan Red Howler,0.004132,0.0404,0.0404,non-mesozoic
2025,Grey Heron,0.004094,0.0401,0.0401,non-mesozoic
2026,Reeves's Muntjac,0.003978,0.0389,0.0389,non-mesozoic
2027,Blakiston's Fish-owl,0.003888,0.0380,0.0380,non-mesozoic
2028,Inland Taipan (Fierce Snake),0.003882,0.0380,0.0380,non-mesozoic
2029,Southern Crested Caracara,0.003858,0.0378,0.0378,non-mesozoic
2030,Virginia Opossum,0.003742,0.0366,0.0366,non-mesozoic
2031,Klipspringer,0.003722,0.0364,0.0364,non-mesozoic
2032,Malay Chicken,0.003663,0.0358,0.0358,non-mesozoic
2033,Collared Mangabey,0.003615,0.0354,0.0354,non-mesozoic
2034,Desmarest's Hutia,0.003598,0.0352,0.0352,non-mesozoic
2035,Northern (Abyssinian) Ground Hornbill,0.003546,0.0347,0.0347,non-mesozoic
2036,Mexican Beaded LIzard,0.003397,0.0332,0.0332,non-mesozoic
2037,Loggerhead Shrike,0.003395,0.0332,0.0332,non-mesozoic
2038,Manticora Tiger Beetle,0.003395,0.0332,0.0332,non-mesozoic
2039,Eugryllacris guomashan,0.003340,0.0327,0.0327,non-mesozoic
2040,Russian Blue,0.003300,0.0323,0.0323,non-mesozoic
2041,Chihuahua,0.003275,0.0320,0.0320,non-mesozoic
2042,Black-footed Ferret,0.003268,0.0320,0.0320,non-mesozoic
2043,Australian (Torresian) Crow,0.003254,0.0318,0.0318,non-mesozoic
2044,Powerful Owl,0.003191,0.0312,0.0312,non-mesozoic
2045,Emerald Tree Boa,0.003108,0.0304,0.0304,non-mesozoic
2046,Malayan Civet,0.003099,0.0303,0.0303,non-mesozoic
2047,Pallas's Fish Eagle,0.003087,0.0302,0.0302,non-mesozoic
2048,Sago pedo,0.003054,0.0299,0.0299,non-mesozoic
2049,Brown Crab,0.003047,0.0298,0.0298,non-mesozoic
2050,White-tailed Mongoose,0.002985,0.0292,0.0292,non-mesozoic
2051,Two-spotted Ground Beetle,0.002976,0.0291,0.0291,non-mesozoic
2052,Serama (Rooster),0.002920,0.0286,0.0286,non-mesozoic
2053,Harris's Hawk,0.002908,0.0285,0.0285,non-mesozoic
2054,Nine-banded Armadillo,0.002867,0.0281,0.0281,non-mesozoic
2055,Blond Capuchins (2),0.002792,0.0273,0.0273,non-mesozoic
2056,Black Mamba,0.002731,0.0267,0.0267,non-mesozoic
2057,Black-tailed Rattlesnake,0.002717,0.0266,0.0266,non-mesozoic
2058,Western Siberian Eagle Owl,0.002691,0.0263,0.0263,non-mesozoic
2059,Gold Tegu,0.002579,0.0252,0.0252,non-mesozoic
2060,Dalmatian Pelican,0.002456,0.0240,0.0240,non-mesozoic
2061,Woma Python,0.002263,0.0221,0.0221,non-mesozoic
2062,African (Common) Puff Adder,0.002203,0.0216,0.0216,non-mesozoic
2063,Malay (Rooster),0.002188,0.0214,0.0214,non-mesozoic
2064,Common Ravens (2),0.002059,0.0201,0.0201,non-mesozoic
2065,Grey Fox (Vixen),0.001953,0.0191,0.0191,non-mesozoic
2066,Hooded Vulture,0.001941,0.0190,0.0190,non-mesozoic
2067,Border Terrier,0.001926,0.0188,0.0188,non-mesozoic
2068,Island Fox,0.001916,0.0187,0.0187,non-mesozoic
2069,Wood Stork,0.001818,0.0178,0.0178,non-mesozoic
2070,Egyptian Vulture,0.001785,0.0175,0.0175,non-mesozoic
2071,Common Kingsnake,0.001747,0.0171,0.0171,non-mesozoic
2072,Wallace's Giant Bee,0.001269,0.0124,0.0124,non-mesozoic
2073,Big Brown Bat,0.001219,0.0119,0.0119,non-mesozoic
2074,Cozumel (Pygmy) Raccoon,0.001165,0.0114,0.0114,non-mesozoic
2075,Western Diamondback Rattlesnake,0.001138,0.0111,0.0111,non-mesozoic
2076,Banded Krait,0.000527,0.0052,0.0052,non-mesozoic
