rank,animal,crowd_score,normalized,rescaled,category
741,Mexican Jaguar,2.956710,28.9327,28.9327,non-mesozoic
742,Sri Lankan Leopard,2.939369,28.7630,28.7630,non-mesozoic
743,House Mouse,2.925130,28.6237,28.6237,non-mesozoic
744,Dogo Argentino (pack of 3),2.870660,28.0906,28.0906,non-mesozoic
745,Pleistocene Cougar,2.862948,28.0152,28.0152,non-mesozoic
746,Tusotheuthis longa,0.794444,7.7740,27.7418,mesozoic-other
747,Bold Jumping Spider,2.824014,27.6342,27.6342,non-mesozoic
748,Silvertip Shark,2.801144,27.4104,27.4104,non-mesozoic
749,Eurasian Wolf (pack of 2),2.797000,27.3699,27.3699,non-mesozoic
750,Grey Wolf (Pack of 2),2.774836,27.1530,27.1530,non-mesozoic
751,Syrian Brown Bear (sow),2.760420,27.0119,27.0119,non-mesozoic
752,European Elk,2.751859,26.9281,26.9281,non-mesozoic
753,Thylacosmilus atrox,2.728907,26.7035,26.7035,non-mesozoic
754,Neanderthal (armed),2.712343,26.5414,26.5414,non-mesozoic
755,South Asian River Dolphin,2.712343,26.5414,26.5414,non-mesozoic
756,Collared Peccary (Javelina) (squadron of 6),2.696914,26.3905,26.3905,non-mesozoic
757,Takin,2.694077,26.3627,26.3627,non-mesozoic
758,O'Halloran Hounds (2),2.683700,26.2612,26.2612,non-mesozoic
759,Tamaraw (Mindoro Pygmy Buffalo),2.678364,26.2089,26.2089,non-mesozoic
760,Kyhytysuka sachicarum,0.743217,7.2727,25.9530,mesozoic-other
761,Metriorhynchus brevirostris,0.743217,7.2727,25.9530,mesozoic-other
762,American Black Bear (sow),2.644702,25.8795,25.8795,non-mesozoic
763,Tule Elk,2.640213,25.8356,25.8356,non-mesozoic
764,Leopard,2.635484,25.7893,25.7893,non-mesozoic
765,Secodontosaurus obtusidens,2.630728,25.7428,25.7428,non-mesozoic
766,Leopard (male),2.623722,25.6743,25.6743,non-mesozoic
767,Cougar,2.616211,25.6008,25.6008,non-mesozoic
768,Giant Blue Robber Fly,2.583519,25.2808,25.2808,non-mesozoic
769,House Pseudoscorpion,2.583519,25.2808,25.2808,non-mesozoic
770,Pike Pirahna,2.583519,25.2808,25.2808,non-mesozoic
771,Striped Dolphin,2.583519,25.2808,25.2808,non-mesozoic
772,Australian Emporer Dragonfly,2.579004,25.2367,25.2367,non-mesozoic
773,False Gharial,2.530160,24.7587,24.7587,non-mesozoic
774,Kiang,2.493343,24.3984,24.3984,non-mesozoic
775,Giant Teratorn (flock of 3),2.478913,24.2572,24.2572,non-mesozoic
776,Phorusrhacos longissimus,2.469479,24.1649,24.1649,non-mesozoic
777,Wild Horse,2.469014,24.1604,24.1604,non-mesozoic
778,Giant (Short-faced) Hyena,2.457366,24.0464,24.0464,non-mesozoic
779,Bald-faced Hornet,2.440555,23.8819,23.8819,non-mesozoic
780,Sable Antelope,2.418056,23.6617,23.6617,non-mesozoic
781,Albertonectes vanderveldei,0.675338,6.6085,23.5826,mesozoic-other
782,Megalictis ferox,2.404336,23.5275,23.5275,non-mesozoic
783,Indo-Pacific Bottlenose Dolphin,2.336680,22.8654,22.8654,non-mesozoic
784,African Leopard,2.332010,22.8197,22.8197,non-mesozoic
785,Spectacled Bear,2.326966,22.7704,22.7704,non-mesozoic
786,Lioness (pride of 5 -7),2.322280,22.7245,22.7245,non-mesozoic
787,Kangals (3),2.308524,22.5899,22.5899,non-mesozoic
788,Common Kestrel,2.306392,22.5690,22.5690,non-mesozoic
789,Painted Moray,2.306392,22.5690,22.5690,non-mesozoic
790,Eurasian Wolf (Dog),2.306392,22.5690,22.5690,non-mesozoic
791,Giant Devil (Goonch) Catfish,2.306392,22.5690,22.5690,non-mesozoic
792,Mountain Tapir,2.266009,22.1739,22.1739,non-mesozoic
793,Coyote (pack of 4/5),2.264678,22.1609,22.1609,non-mesozoic
794,Cheetah (coalition of 5),2.264245,22.1566,22.1566,non-mesozoic
795,Eastern Gorilla,2.259564,22.1108,22.1108,non-mesozoic
796,Basilosaurus spp.,2.238082,21.9006,21.9006,non-mesozoic
797,Nile Crocodile (Cow),2.238082,21.9006,21.9006,non-mesozoic
798,Mountain Zebra,2.220100,21.7246,21.7246,non-mesozoic
799,European Cave Bear (sow),2.218781,21.7117,21.7117,non-mesozoic
800,Morelet's Crocodile,2.211292,21.6384,21.6384,non-mesozoic
801,Persian Leopard,2.179511,21.3275,21.3275,non-mesozoic
802,Bullockornis planei,2.178639,21.3189,21.3189,non-mesozoic
803,Sambar Deer,2.178557,21.3181,21.3181,non-mesozoic
804,Dark Mantis Shrimp,2.176727,21.3002,21.3002,non-mesozoic
805,Australian Freshwater Crocodile,2.167734,21.2122,21.2122,non-mesozoic
806,Macrauchenia patagonica,2.162265,21.1587,21.1587,non-mesozoic
807,Eastern Subterranean Termite (Soldier),2.158508,21.1219,21.1219,non-mesozoic
808,Indochinese Leopard,2.157194,21.1091,21.1091,non-mesozoic
809,Dogo Argentinos (2),2.151484,21.0532,21.0532,non-mesozoic
810,Dogo Argentino (pack of 6),2.143300,20.9731,20.9731,non-mesozoic
811,Western Camel,2.141913,20.9595,20.9595,non-mesozoic
812,African Wild Dog (pack of 3),2.112170,20.6685,20.6685,non-mesozoic
813,Plains (Common) Zebra,2.106383,20.6119,20.6119,non-mesozoic
814,Mountain Gorilla,2.105461,20.6028,20.6028,non-mesozoic
815,Homo floresiensis (unarmed),2.097869,20.5286,20.5286,non-mesozoic
816,Chacma Baboon (troop of 6),2.094863,20.4991,20.4991,non-mesozoic
817,Bucktooth Tetra,2.089024,20.4420,20.4420,non-mesozoic
818,Crown-of-Thorns Starfish,2.089024,20.4420,20.4420,non-mesozoic
819,Portuguese Man o' War,2.089024,20.4420,20.4420,non-mesozoic
820,Ravine Trapdoor Spider,2.089024,20.4420,20.4420,non-mesozoic
821,Stone (Brown) Centipede,2.089024,20.4420,20.4420,non-mesozoic
822,Yellow-throated Martens (richness of 3/4),2.089024,20.4420,20.4420,non-mesozoic
823,Brazilian Porcupine,2.089024,20.4420,20.4420,non-mesozoic
824,Cretan Dwarf Mammoth,2.089024,20.4420,20.4420,non-mesozoic
825,West African Lungfish,2.089024,20.4420,20.4420,non-mesozoic
826,Florida Panther,2.054685,20.1060,20.1060,non-mesozoic
827,German Shepherds (3),2.048664,20.0471,20.0471,non-mesozoic
828,African Wild Dog (pack of 8 - 10),1.998586,19.5570,19.5570,non-mesozoic
829,Brazilian Dogo (pack of 4),1.996915,19.5407,19.5407,non-mesozoic
830,Western Scrub Jay,1.991481,19.4875,19.4875,non-mesozoic
831,Owen's Panther,1.981969,19.3944,19.3944,non-mesozoic
832,Boerboels (2),1.981708,19.3919,19.3919,non-mesozoic
833,Central American Snapping Turtle,1.975533,19.3314,19.3314,non-mesozoic
834,Amur Leopard,1.964679,19.2252,19.2252,non-mesozoic
835,Cheetah (female),1.956500,19.1452,19.1452,non-mesozoic
836,Dire Wolf (Eastern subspecies),1.954558,19.1262,19.1262,non-mesozoic
837,Spotted Hyena (Serengeti male),1.922480,18.8123,18.8123,non-mesozoic
838,Nilgai,1.905887,18.6499,18.6499,non-mesozoic
839,Komodo Dragon,1.894772,18.5412,18.5412,non-mesozoic
840,Common Green Darner,1.892023,18.5143,18.5143,non-mesozoic
841,Sandbar Shark,1.887427,18.4693,18.4693,non-mesozoic
842,Largetooth Sawfish,1.872326,18.3215,18.3215,non-mesozoic
843,European Hornet,1.870064,18.2994,18.2994,non-mesozoic
844,North American Cougar (female),1.844609,18.0503,18.0503,non-mesozoic
845,Kermode Bear,1.840396,18.0091,18.0091,non-mesozoic
846,Percrocuta spp.,1.827129,17.8792,17.8792,non-mesozoic
847,Spotted Hyenas (2),1.826865,17.8767,17.8767,non-mesozoic
848,Dingo (pack of 5),1.820204,17.8115,17.8115,non-mesozoic
849,Giant Asian Mantis,1.818018,17.7901,17.7901,non-mesozoic
850,Tosa Inus (3),1.817278,17.7828,17.7828,non-mesozoic
851,Eastern Pondhawk,1.813747,17.7483,17.7483,non-mesozoic
852,Brazilian Wandering Spider,1.811557,17.7269,17.7269,non-mesozoic
853,Carrion Crow (murder of 3),1.811557,17.7269,17.7269,non-mesozoic
854,European Sturgeon (Beluga),1.811557,17.7269,17.7269,non-mesozoic
855,Gray Four-eyed Opossum,1.811557,17.7269,17.7269,non-mesozoic
856,Smooth Newt,1.811557,17.7269,17.7269,non-mesozoic
857,South China Tiger,1.811557,17.7269,17.7269,non-mesozoic
858,Barbary Stag,1.811557,17.7269,17.7269,non-mesozoic
859,Blue Petrel,1.811557,17.7269,17.7269,non-mesozoic
860,Omus dejeani,1.811557,17.7269,17.7269,non-mesozoic
861,Common Chimpanzee (troop of 5),1.809129,17.7031,17.7031,non-mesozoic
862,Caucasian Shepherd Dogs (6),1.781630,17.4340,17.4340,non-mesozoic
863,Great Tit,1.756105,17.1842,17.1842,non-mesozoic
864,Asiatic Black Bear (sow),1.755507,17.1784,17.1784,non-mesozoic
865,Mountain Lioness,1.739904,17.0257,17.0257,non-mesozoic
866,American Mammoth Jackstock (Donkey),1.736879,16.9961,16.9961,non-mesozoic
867,Ysengrinia spp.,1.736879,16.9961,16.9961,non-mesozoic
868,Devil's Coach-horse Beetle,1.731068,16.9392,16.9392,non-mesozoic
869,Manticora imperator,1.728240,16.9116,16.9116,non-mesozoic
870,Microleo attenboroughi,1.728240,16.9116,16.9116,non-mesozoic
871,Spiny Dogfish,1.728240,16.9116,16.9116,non-mesozoic
872,Green Anaconda,1.720364,16.8345,16.8345,non-mesozoic
873,Wild Boar,1.693783,16.5744,16.5744,non-mesozoic
874,Shiras' Moose,1.689292,16.5305,16.5305,non-mesozoic
875,Arabian Fat-tailed Scorpion,1.680150,16.4410,16.4410,non-mesozoic
876,Mexican Jaguaress,1.674889,16.3895,16.3895,non-mesozoic
877,Presa Canarios (2),1.669061,16.3325,16.3325,non-mesozoic
878,African Golden Wolves (pack of 4),1.653843,16.1836,16.1836,non-mesozoic
879,Cougar (male from New Mexico),1.646836,16.1150,16.1150,non-mesozoic
880,Iriomote Cat,1.645784,16.1047,16.1047,non-mesozoic
881,Alaskan Moose (cow),1.643265,16.0801,16.0801,non-mesozoic
882,Prairie Yellowjacket,1.643265,16.0801,16.0801,non-mesozoic
883,Two-spotted Ground Beetles (2),1.643265,16.0801,16.0801,non-mesozoic
884,Bengal Cat,1.643265,16.0801,16.0801,non-mesozoic
885,Cynthiacetus maxwelli,1.643265,16.0801,16.0801,non-mesozoic
886,Epomis dejeani,1.643265,16.0801,16.0801,non-mesozoic
887,European Badger,1.643265,16.0801,16.0801,non-mesozoic
888,White-lipped Peccary (group of 2/3),1.642208,16.0697,16.0697,non-mesozoic
889,Bongo,1.640239,16.0504,16.0504,non-mesozoic
890,Bullet Ant,1.621937,15.8714,15.8714,non-mesozoic
891,Inostrancevia latifrons,1.620002,15.8524,15.8524,non-mesozoic
892,Burrunan Dolphin,1.611678,15.7710,15.7710,non-mesozoic
893,Otodus auriculatus,1.605948,15.7149,15.7149,non-mesozoic
894,Texas Brown Tarantula,1.605948,15.7149,15.7149,non-mesozoic
895,Mountain Anoa,1.590777,15.5664,15.5664,non-mesozoic
896,Bobbit Worm,1.578799,15.4492,15.4492,non-mesozoic
897,Collared Peccary (Javelina) (pack of 3),1.571318,15.3760,15.3760,non-mesozoic
898,Peacock Mantis Shrimp,1.570415,15.3672,15.3672,non-mesozoic
899,Sri Lankan Sloth Bear (sow),1.569412,15.3574,15.3574,non-mesozoic
900,Sand Tiger (Grey Nurse) Shark,1.567662,15.3402,15.3402,non-mesozoic
901,Indian Gharial (Gavial),1.549994,15.1674,15.1674,non-mesozoic
902,Black Wildebeest (White-tailed Gnu),1.543852,15.1073,15.1073,non-mesozoic
903,White-lipped Peccary (group of 5),1.541488,15.0841,15.0841,non-mesozoic
904,Australian Box Jellyfish (Sea Wasp),1.535891,15.0294,15.0294,non-mesozoic
905,Eastern Gorilla (Silverback),1.535181,15.0224,15.0224,non-mesozoic
906,Cougar (female),1.525838,14.9310,14.9310,non-mesozoic
907,Giant Vinegaroon,1.499453,14.6728,14.6728,non-mesozoic
908,Lion (Coalition of 5),1.499453,14.6728,14.6728,non-mesozoic
909,Spotted Hyena (clan of 4),1.499254,14.6708,14.6708,non-mesozoic
910,Brazilian Puma,1.499060,14.6689,14.6689,non-mesozoic
911,Spectacled Caiman (female),1.499060,14.6689,14.6689,non-mesozoic
912,Giant Anteater (female),1.499060,14.6689,14.6689,non-mesozoic
913,Hesperocyon spp. (pack of 2),1.497083,14.6496,14.6496,non-mesozoic
914,Boomslang,1.497083,14.6496,14.6496,non-mesozoic
915,Microtityus jaumei,1.497083,14.6496,14.6496,non-mesozoic
916,Water Bug,1.497083,14.6496,14.6496,non-mesozoic
917,Rocky Mountain Elk,1.494999,14.6292,14.6292,non-mesozoic
918,Ankylorhiza tiedemani,1.493186,14.6115,14.6115,non-mesozoic
919,Grey Butcherbird,1.493186,14.6115,14.6115,non-mesozoic
920,Hemicyon sansaniensis,1.493186,14.6115,14.6115,non-mesozoic
921,Brown (Norway) Rat (female),1.493186,14.6115,14.6115,non-mesozoic
922,Cretan Deer,1.493186,14.6115,14.6115,non-mesozoic
923,Eastern Screech Owl,1.493186,14.6115,14.6115,non-mesozoic
924,Hurdia victoria,1.493186,14.6115,14.6115,non-mesozoic
925,New Guinea Crocodile,1.493186,14.6115,14.6115,non-mesozoic
926,Odontomachus monticola,1.493186,14.6115,14.6115,non-mesozoic
927,Prairie Yellowjackets (6),1.493186,14.6115,14.6115,non-mesozoic
928,Spotted Eagle Ray,1.485947,14.5406,14.5406,non-mesozoic
929,Giant Cheetah,1.476842,14.4515,14.4515,non-mesozoic
930,Homo erectus (armed with spear),1.475918,14.4425,14.4425,non-mesozoic
931,American Cheetah,1.460963,14.2962,14.2962,non-mesozoic
932,Etruscan Shrew,1.460022,14.2869,14.2869,non-mesozoic
933,Running Hyena,1.449414,14.1831,14.1831,non-mesozoic
934,Giant Teratorn (flock of 2),1.449307,14.1821,14.1821,non-mesozoic
935,Cheetah (coalition of 3/4),1.443280,14.1231,14.1231,non-mesozoic
936,Greater Kudu,1.442834,14.1188,14.1188,non-mesozoic
937,Dire Wolf,1.441244,14.1032,14.1032,non-mesozoic
938,Plionarctos edensis,1.436534,14.0571,14.0571,non-mesozoic
939,Common Quail,1.427523,13.9689,13.9689,non-mesozoic
940,Amazon (Boto) River Dolphin,1.424974,13.9440,13.9440,non-mesozoic
941,Homo floresiensis (group of 4) (armed with clubs),1.424365,13.9380,13.9380,non-mesozoic
942,Lake Darner,1.422334,13.9182,13.9182,non-mesozoic
943,Hyneria lindae,1.420017,13.8955,13.8955,non-mesozoic
944,Giant Squid,1.415530,13.8516,13.8516,non-mesozoic
945,Argali (Mountain Sheep),1.407646,13.7744,13.7744,non-mesozoic
946,American Scimitar (coalition of 2),1.403014,13.7291,13.7291,non-mesozoic
947,Red-Bellied Piranha,1.397349,13.6737,13.6737,non-mesozoic
948,Common Chimpanzee (troop of 3),1.394682,13.6476,13.6476,non-mesozoic
949,Northern Caiman Lizard,1.389632,13.5981,13.5981,non-mesozoic
950,Ornithomimus edmontonicus,0.109033,1.0669,13.5869,dinosaur
951,English Mastiffs (2/3),1.386512,13.5676,13.5676,non-mesozoic
952,Green Tiger Beetle,1.381706,13.5206,13.5206,non-mesozoic
953,Atlantic Goliath Grouper Fish,1.376841,13.4730,13.4730,non-mesozoic
954,Giant Otter Romp (3),1.370511,13.4110,13.4110,non-mesozoic
955,Velociraptor mongoliensis,0.106927,1.0463,13.3245,dinosaur
956,Spotted Hyena,1.359449,13.3028,13.3028,non-mesozoic
957,Auvergne Bear,1.357239,13.2812,13.2812,non-mesozoic
958,Harp Seal,1.354602,13.2554,13.2554,non-mesozoic
959,Sun Bear,1.348625,13.1969,13.1969,non-mesozoic
960,Rainbow Lorikeet,1.345416,13.1655,13.1655,non-mesozoic
961,Lappet-faced Vultures (venue of 5),1.342128,13.1333,13.1333,non-mesozoic
962,Simocyon batalleri,1.323236,12.9484,12.9484,non-mesozoic
963,Wolf Cichlid,1.323130,12.9474,12.9474,non-mesozoic
964,Indian Boar,1.322492,12.9412,12.9412,non-mesozoic
965,Dogo Argentino (pack of 2),1.316473,12.8823,12.8823,non-mesozoic
966,Macroeuphractus outesi,1.314168,12.8597,12.8597,non-mesozoic
967,Fila Brasileiro (Pack of 3),1.310883,12.8276,12.8276,non-mesozoic
968,Glacier Bear,1.307733,12.7967,12.7967,non-mesozoic
969,Dromaeosaurus albertensis,0.101615,0.9943,12.6625,dinosaur
970,Ruby-throated Hummingbird,1.289125,12.6146,12.6146,non-mesozoic
971,Dwyer's Snake,1.288047,12.6041,12.6041,non-mesozoic
972,Water Deer,1.288047,12.6041,12.6041,non-mesozoic
973,Great Diving Beetle,1.288047,12.6041,12.6041,non-mesozoic
974,Elk,1.265192,12.3804,12.3804,non-mesozoic
975,Snow Leopardess,1.263472,12.3636,12.3636,non-mesozoic
976,Haast's Eagles (2),1.261699,12.3463,12.3463,non-mesozoic
977,Humans (2),1.256312,12.2936,12.2936,non-mesozoic
978,Roan Antelope,1.255410,12.2847,12.2847,non-mesozoic
979,Livestock Gaurdian Donkey,1.251088,12.2424,12.2424,non-mesozoic
980,Spotted Hyena (male),1.247637,12.2087,12.2087,non-mesozoic
981,Giant Triton,1.244509,12.1781,12.1781,non-mesozoic
982,Kangals (2),1.237295,12.1075,12.1075,non-mesozoic
983,Himalayan Wolves (pack of 2 - 3),1.237271,12.1072,12.1072,non-mesozoic
984,African Wild Ass,1.235927,12.0941,12.0941,non-mesozoic
985,Northwestern Wolf (pack of 5),1.228257,12.0190,12.0190,non-mesozoic
986,Sloth Bear (sow),1.211891,11.8589,11.8589,non-mesozoic
987,Blackspot Shark,1.211891,11.8589,11.8589,non-mesozoic
988,Jaragua Dwarf Gecko,1.211891,11.8589,11.8589,non-mesozoic
989,Chacma Baboon (troop of 5),1.206565,11.8068,11.8068,non-mesozoic
990,American Bulldogs (pack of 3),1.204922,11.7907,11.7907,non-mesozoic
991,Blue (Common) Wildebeest,1.200250,11.7450,11.7450,non-mesozoic
992,Cookiecutter Shark,1.187811,11.6232,11.6232,non-mesozoic
993,Fire Salamander,1.187811,11.6232,11.6232,non-mesozoic
994,Southern River Otter,1.187811,11.6232,11.6232,non-mesozoic
995,Cyprus Dwarf Elephant,1.184360,11.5895,11.5895,non-mesozoic
996,African Tigerfish,1.171376,11.4624,11.4624,non-mesozoic
997,Indian Wolf (pack of 3/4),1.167895,11.4284,11.4284,non-mesozoic
998,Giant Panda,1.164612,11.3962,11.3962,non-mesozoic
999,Pleistocene African Lion,1.164208,11.3923,11.3923,non-mesozoic
1000,Nimravus brachyops,1.162203,11.3727,11.3727,non-mesozoic
1001,Coyote (pack of 4),1.157068,11.3224,11.3224,non-mesozoic
1002,Red Deer,1.155172,11.3039,11.3039,non-mesozoic
1003,Lesser Stripetail Scorpion,1.152324,11.2760,11.2760,non-mesozoic
1004,Daphoenodon spp.,1.146011,11.2142,11.2142,non-mesozoic
1005,Neanderthal (unarmed),1.140922,11.1644,11.1644,non-mesozoic
1006,Dhole (Pack of 6/7),1.121927,10.9785,10.9785,non-mesozoic
1007,American Foxhound (pack of 4),1.120569,10.9653,10.9653,non-mesozoic
1008,Boverisuchus magnifrons,1.111960,10.8810,10.8810,non-mesozoic
1009,Thylacine (hunting pair),1.106556,10.8281,10.8281,non-mesozoic
1010,Lappet-faced Vulture (venue of 3),1.103383,10.7971,10.7971,non-mesozoic
1011,African Rock Python,1.095502,10.7200,10.7200,non-mesozoic
1012,Bush Dog (pack of 8),1.083917,10.6066,10.6066,non-mesozoic
1013,Red Bull Ant,1.081137,10.5794,10.5794,non-mesozoic
1014,Komodo Dragon (male),1.080047,10.5687,10.5687,non-mesozoic
1015,Indian Leopard,1.078420,10.5528,10.5528,non-mesozoic
1016,Tosa Inus (2),1.073336,10.5031,10.5031,non-mesozoic
1017,Cowtail Stingray,1.071088,10.4811,10.4811,non-mesozoic
1018,Brazilian she-Puma,1.066171,10.4329,10.4329,non-mesozoic
1019,Giant Short-faced Kangaroo,1.061739,10.3896,10.3896,non-mesozoic
1020,(Eastern) Black Carpenter Ant,1.053452,10.3085,10.3085,non-mesozoic
1021,African Crowned Eagle (female),1.053452,10.3085,10.3085,non-mesozoic
1022,Alaskan Moose (bull),1.053452,10.3085,10.3085,non-mesozoic
1023,Arizona Bark Scorpion,1.053452,10.3085,10.3085,non-mesozoic
1024,Atlantic Sailfish,1.053452,10.3085,10.3085,non-mesozoic
1025,Australian (Common) Blue-tongued Skink,1.053452,10.3085,10.3085,non-mesozoic
1026,Beringian Wolf,1.053452,10.3085,10.3085,non-mesozoic
1027,Bluff Downs Giant Python,1.053452,10.3085,10.3085,non-mesozoic
1028,Bornean Tiger,1.053452,10.3085,10.3085,non-mesozoic
1029,Eastern Barred Bandicoot,1.053452,10.3085,10.3085,non-mesozoic
1030,Eurasian Hoopoe,1.053452,10.3085,10.3085,non-mesozoic
1031,European Bee-eater,1.053452,10.3085,10.3085,non-mesozoic
1032,European Green Woodpecker,1.053452,10.3085,10.3085,non-mesozoic
1033,European Hedgehog,1.053452,10.3085,10.3085,non-mesozoic
1034,Giant Green Anemone,1.053452,10.3085,10.3085,non-mesozoic
1035,Greater Banded Hornet,1.053452,10.3085,10.3085,non-mesozoic
1036,Green Kingfisher,1.053452,10.3085,10.3085,non-mesozoic
1037,Harpy Eagle (male),1.053452,10.3085,10.3085,non-mesozoic
1038,Land Mullet,1.053452,10.3085,10.3085,non-mesozoic
1039,Lion's Mane Jellyfish,1.053452,10.3085,10.3085,non-mesozoic
1040,Miracinonyx trumani,1.053452,10.3085,10.3085,non-mesozoic
1041,Mountain Bluebird (flock of 5),1.053452,10.3085,10.3085,non-mesozoic
1042,North American Wheel Bug,1.053452,10.3085,10.3085,non-mesozoic
1043,Pterygotus grandidentatus,1.053452,10.3085,10.3085,non-mesozoic
1044,Sambir Lion,1.053452,10.3085,10.3085,non-mesozoic
1045,Shining Bronze-cuckoo,1.053452,10.3085,10.3085,non-mesozoic
1046,Six-spot Ground Beetle,1.053452,10.3085,10.3085,non-mesozoic
1047,Tartarocyon cazanavei,1.053452,10.3085,10.3085,non-mesozoic
1048,Titanophoneus potens,1.053452,10.3085,10.3085,non-mesozoic
1049,Titanosuchus ferox,1.053452,10.3085,10.3085,non-mesozoic
1050,Wood Bison (cow),1.053452,10.3085,10.3085,non-mesozoic
1051,Magnificent Sea Anemone,1.024774,10.0279,10.0279,non-mesozoic
1052,Atlantic Portuguese Man o' War,1.024402,10.0242,10.0242,non-mesozoic
1053,Tibetan Mastiffs (2),1.006681,9.8508,9.8508,non-mesozoic
1054,Plains (Common) Zebra (Stallion),1.005138,9.8357,9.8357,non-mesozoic
1055,Kangals (5),1.003318,9.8179,9.8179,non-mesozoic
1056,Rottweilers (3),1.003263,9.8174,9.8174,non-mesozoic
1057,Bipalium kewense,1.000456,9.7899,9.7899,non-mesozoic
1058,Vaquita,0.999544,9.7810,9.7810,non-mesozoic
1059,Himalayan Wolf (pack of 2),0.998818,9.7739,9.7739,non-mesozoic
1060,Mbu Puffer,0.998772,9.7734,9.7734,non-mesozoic
1061,Leopardess,0.998693,9.7726,9.7726,non-mesozoic
1062,American Bald Eagles (2),0.998494,9.7707,9.7707,non-mesozoic
1063,Ursavus elmensis,0.988863,9.6765,9.6765,non-mesozoic
1064,Citipati osmolskae,0.076920,0.7527,9.5852,dinosaur
1065,Giant Otter Romp (2/3),0.968387,9.4761,9.4761,non-mesozoic
1066,Mandrill (coalition of 2),0.968013,9.4724,9.4724,non-mesozoic
1067,Eurasian Lynx (male),0.963834,9.4315,9.4315,non-mesozoic
1068,Red-footed Cannibalfly,0.963418,9.4275,9.4275,non-mesozoic
1069,Bearded (Square Flipper) Seal,0.959574,9.3898,9.3898,non-mesozoic
1070,Dhole (Pack of 3),0.959526,9.3894,9.3894,non-mesozoic
1071,Dhole (Pack of 4),0.959507,9.3892,9.3892,non-mesozoic
1072,Spotted Hyenas (clan of 5),0.953232,9.3278,9.3278,non-mesozoic
1073,Stone Centipede,0.942733,9.2250,9.2250,non-mesozoic
1074,Synoplotherium vorax,0.939196,9.1904,9.1904,non-mesozoic
1075,European Medicinal Leech,0.934291,9.1424,9.1424,non-mesozoic
1076,Guineafowl Puffer,0.934291,9.1424,9.1424,non-mesozoic
1077,Megapiranha paranensis,0.934291,9.1424,9.1424,non-mesozoic
1078,European Dwarf Mantis,0.931357,9.1137,9.1137,non-mesozoic
1079,Giant Forest Ant,0.930593,9.1063,9.1063,non-mesozoic
1080,Kitti's Hog-nosed Bat,0.929067,9.0913,9.0913,non-mesozoic
1081,Common Chimpanzee (troop of 2),0.917627,8.9794,8.9794,non-mesozoic
1082,Colorado Potato Beetle,0.915726,8.9608,8.9608,non-mesozoic
1083,Titan Triggerfish,0.915726,8.9608,8.9608,non-mesozoic
1084,Cantabrian Brown Bear (sow),0.915726,8.9608,8.9608,non-mesozoic
1085,Black Mouth Curs (2),0.912814,8.9323,8.9323,non-mesozoic
1086,Mishmi Takin,0.896942,8.7770,8.7770,non-mesozoic
1087,Neanderthal (both unarmed),0.889158,8.7008,8.7008,non-mesozoic
1088,Snow Leopard,0.885495,8.6650,8.6650,non-mesozoic
1089,Mangrove Snapper,0.884657,8.6568,8.6568,non-mesozoic
1090,Velociraptor mongoliensis (pack of 2),0.069265,0.6778,8.6313,dinosaur
1091,Blue-eyed Darner,0.880336,8.6145,8.6145,non-mesozoic
1092,Cheetah (male),0.878342,8.5950,8.5950,non-mesozoic
1093,Cheetah (coalition of 2),0.877162,8.5834,8.5834,non-mesozoic
1094,Common Warthog (sow),0.876476,8.5767,8.5767,non-mesozoic
1095,Giant Trevally,0.874119,8.5536,8.5536,non-mesozoic
1096,Indian Crested Porcupine,0.866059,8.4748,8.4748,non-mesozoic
1097,Fang's Pufferfish,0.861584,8.4310,8.4310,non-mesozoic
1098,Australian Giant Mantis,0.861584,8.4310,8.4310,non-mesozoic
1099,Nuralagus rex,0.861584,8.4310,8.4310,non-mesozoic
1100,Desert Warthog,0.860244,8.4179,8.4179,non-mesozoic
1101,Giant Grouper,0.859980,8.4153,8.4153,non-mesozoic
1102,Belgian Malinois (2),0.857735,8.3933,8.3933,non-mesozoic
1103,Dwarf Sperm Whale,0.855688,8.3733,8.3733,non-mesozoic
1104,Eastern Gorilla (female),0.852328,8.3404,8.3404,non-mesozoic
1105,African Wild Dog (pack of 2),0.851834,8.3356,8.3356,non-mesozoic
1106,Common Warthog,0.843433,8.2534,8.2534,non-mesozoic
1107,Ocellated Skink,0.834935,8.1702,8.1702,non-mesozoic
1108,Galgo Patagonico,0.834924,8.1701,8.1701,non-mesozoic
1109,Megarian Banded Centipede,0.833380,8.1550,8.1550,non-mesozoic
1110,Maine Coon Cat,0.833161,8.1528,8.1528,non-mesozoic
1111,Reticulated Python,0.824156,8.0647,8.0647,non-mesozoic
1112,Eurasian Wolf,0.821206,8.0359,8.0359,non-mesozoic
1113,Atlantic Torpedo,0.819252,8.0167,8.0167,non-mesozoic
1114,Iberian Wolf,0.818453,8.0089,8.0089,non-mesozoic
1115,Gastornis gigantea,0.807962,7.9063,7.9063,non-mesozoic
1116,Tundra Wolf,0.800860,7.8368,7.8368,non-mesozoic
1117,Blue Shark,0.798921,7.8178,7.8178,non-mesozoic
1118,Common Chimpanzee (troop of 4),0.796091,7.7901,7.7901,non-mesozoic
1119,Wonambi naracoortensi,0.792730,7.7572,7.7572,non-mesozoic
1120,Steppe Bison,0.790983,7.7401,7.7401,non-mesozoic
1121,Staghounds (2),0.783367,7.6656,7.6656,non-mesozoic
