rank,animal,power,category
655,California Sea Lion,4.344731,non-mesozoic
656,Barbourofelis morrisi,4.334996,non-mesozoic
657,Przewalski's Horse,4.304250,non-mesozoic
658,Dogo Argentino (pack of 6-8),4.272388,non-mesozoic
659,Grey Wolves (pack of 2),4.225578,non-mesozoic
660,Colossal Squid,4.223515,non-mesozoic
661,Risso's Dolphin,4.194840,non-mesozoic
662,Eastern Lowland Gorilla,4.180266,non-mesozoic
663,Northwestern Wolf (pack of 7),4.123039,non-mesozoic
664,Central Asian Shepherd Dog (Alabai) (pack of 6),4.074277,non-mesozoic
665,(YNP) Cinnamon Black Bear,4.056382,non-mesozoic
666,African Wild Dog (pack of 4),4.018187,non-mesozoic
667,European (German) Wasp,4.001337,non-mesozoic
668,White Sturgeon,3.970173,non-mesozoic
669,Gemsbok,3.963209,non-mesozoic
670,Ambulocetus natans,3.920262,non-mesozoic
671,Smalltooth Sawfish,3.878481,non-mesozoic
672,Timurlengia euotica,3.865306,dinosaur
673,Steppe Wolf (pack of 2),3.835091,non-mesozoic
674,Spotted Hyena (female),3.820929,non-mesozoic
675,Dhole (Pack of 3/4),3.817257,non-mesozoic
676,Giant Eland,3.784362,non-mesozoic
677,Roosevelt Elk,3.784001,non-mesozoic
678,Giant Forest Hog,3.783937,non-mesozoic
679,Sloth Bear,3.771869,non-mesozoic
680,Onchopristis numida,3.689111,mesozoic-other
681,Cantabrian Brown Bear,3.682539,non-mesozoic
682,Cave Hyena,3.658967,non-mesozoic
683,Striped Hyena (clan of 3),3.621013,non-mesozoic
684,Tibetan Mastiff (pack of 3),3.546378,non-mesozoic
685,Cape Mountain Zebra,3.545861,non-mesozoic
686,Asiatic Wild Ass (Onager),3.488498,non-mesozoic
687,Dhole (Pack of 5),3.482193,non-mesozoic
688,Spotted Hyenas (clan of 2),3.392785,non-mesozoic
689,Albanosmilus jourdani,3.350671,non-mesozoic
690,Piraiba,3.347543,non-mesozoic
691,Bali Tiger,3.344492,non-mesozoic
692,Okapi,3.340565,non-mesozoic
693,African Crowned Eagle (male),3.307925,non-mesozoic
694,Ussuri Black Bear,3.278905,non-mesozoic
695,Western Gorilla,3.261782,non-mesozoic
696,Ganges River Dolphin,3.260888,non-mesozoic
697,Northwestern Wolf (pack of 3),3.257826,non-mesozoic
698,Philippine (Mindoro) Crocodile,3.250709,non-mesozoic
699,Common Chimpanzee (troop of 6),3.233889,non-mesozoic
700,Dinofelis piveteaui,3.204685,non-mesozoic
701,Neanderthal (with spear),3.195026,non-mesozoic
702,Savannah Cat,3.183180,non-mesozoic
703,Kolponomos spp.,3.182856,non-mesozoic
704,Ethiopian Wolf (Simian Jackal),3.122798,non-mesozoic
705,Rottweilers (4),3.005989,non-mesozoic
706,Zuniceratops christopheri,3.002206,dinosaur
707,Giant (Short-faced) Hyena (clan of 2),2.995579,non-mesozoic
708,Mexican Jaguar,2.956710,non-mesozoic
709,Sri Lankan Leopard,2.939369,non-mesozoic
710,House Mouse,2.925130,non-mesozoic
711,Dogo Argentino (pack of 3),2.870660,non-mesozoic
712,Pleistocene Cougar,2.862948,non-mesozoic
713,Bold Jumping Spider,2.824014,non-mesozoic
714,Silvertip Shark,2.801144,non-mesozoic
715,Eurasian Wolf (pack of 2),2.797000,non-mesozoic
716,Grey Wolf (Pack of 2),2.774836,non-mesozoic
717,Syrian Brown Bear (sow),2.760420,non-mesozoic
718,European Elk,2.751859,non-mesozoic
719,Deinonychus antirrhopus,2.738945,dinosaur
720,Thylacosmilus atrox,2.728907,non-mesozoic
721,Neanderthal (armed),2.712343,non-mesozoic
722,Deinonychus antirrhopus (pack of 2),2.712343,dinosaur
723,South Asian River Dolphin,2.712343,non-mesozoic
724,Collared Peccary (Javelina) (squadron of 6),2.696914,non-mesozoic
725,Takin,2.694077,non-mesozoic
726,O'Halloran Hounds (2),2.683700,non-mesozoic
727,Tamaraw (Mindoro Pygmy Buffalo),2.678364,non-mesozoic
728,American Black Bear (sow),2.644702,non-mesozoic
729,Tule Elk,2.640213,non-mesozoic
730,Leopard,2.635484,non-mesozoic
731,Secodontosaurus obtusidens,2.630728,non-mesozoic
732,Leopard (male),2.623722,non-mesozoic
733,Cougar,2.616211,non-mesozoic
734,Giant Blue Robber Fly,2.583519,non-mesozoic
735,House Pseudoscorpion,2.583519,non-mesozoic
736,Pike Pirahna,2.583519,non-mesozoic
737,Striped Dolphin,2.583519,non-mesozoic
738,Australian Emporer Dragonfly,2.579004,non-mesozoic
739,False Gharial,2.530160,non-mesozoic
740,Maraapunisaurus fragillimus,2.530049,dinosaur
741,Kiang,2.493343,non-mesozoic
742,Giant Teratorn (flock of 3),2.478913,non-mesozoic
743,Phorusrhacos longissimus,2.469479,non-mesozoic
744,Wild Horse,2.469014,non-mesozoic
745,Giant (Short-faced) Hyena,2.457366,non-mesozoic
746,Proterosuchus fergusi,2.452062,mesozoic-other
747,Bald-faced Hornet,2.440555,non-mesozoic
748,Sable Antelope,2.418056,non-mesozoic
749,Megalictis ferox,2.404336,non-mesozoic
750,Koolasuchus cleelandi,2.392173,mesozoic-other
751,Indo-Pacific Bottlenose Dolphin,2.336680,non-mesozoic
752,African Leopard,2.332010,non-mesozoic
753,Spectacled Bear,2.326966,non-mesozoic
754,Lioness (pride of 5 -7),2.322280,non-mesozoic
755,Kangals (3),2.308524,non-mesozoic
756,Common Kestrel,2.306392,non-mesozoic
757,Painted Moray,2.306392,non-mesozoic
758,Eurasian Wolf (Dog),2.306392,non-mesozoic
759,Giant Devil (Goonch) Catfish,2.306392,non-mesozoic
760,Mountain Tapir,2.266009,non-mesozoic
761,Coyote (pack of 4/5),2.264678,non-mesozoic
762,Cheetah (coalition of 5),2.264245,non-mesozoic
763,Eastern Gorilla,2.259564,non-mesozoic
764,Basilosaurus spp.,2.238082,non-mesozoic
765,Nile Crocodile (Cow),2.238082,non-mesozoic
766,Mountain Zebra,2.220100,non-mesozoic
767,Ohmdenosaurus liasicus,2.219956,dinosaur
768,European Cave Bear (sow),2.218781,non-mesozoic
769,Morelet's Crocodile,2.211292,non-mesozoic
770,Persian Leopard,2.179511,non-mesozoic
771,Bullockornis planei,2.178639,non-mesozoic
772,Sambar Deer,2.178557,non-mesozoic
773,Dark Mantis Shrimp,2.176727,non-mesozoic
774,Australian Freshwater Crocodile,2.167734,non-mesozoic
775,Macrauchenia patagonica,2.162265,non-mesozoic
776,Eastern Subterranean Termite (Soldier),2.158508,non-mesozoic
777,Indochinese Leopard,2.157194,non-mesozoic
778,Dogo Argentinos (2),2.151484,non-mesozoic
779,Dogo Argentino (pack of 6),2.143300,non-mesozoic
780,Western Camel,2.141913,non-mesozoic
781,African Wild Dog (pack of 3),2.112170,non-mesozoic
782,Plains (Common) Zebra,2.106383,non-mesozoic
783,Mountain Gorilla,2.105461,non-mesozoic
784,Homo floresiensis (unarmed),2.097869,non-mesozoic
785,Chacma Baboon (troop of 6),2.094863,non-mesozoic
786,Bucktooth Tetra,2.089024,non-mesozoic
787,Crown-of-Thorns Starfish,2.089024,non-mesozoic
788,Portuguese Man o' War,2.089024,non-mesozoic
789,Ravine Trapdoor Spider,2.089024,non-mesozoic
790,Stone (Brown) Centipede,2.089024,non-mesozoic
791,Yellow-throated Martens (richness of 3/4),2.089024,non-mesozoic
792,Brazilian Porcupine,2.089024,non-mesozoic
793,Cretan Dwarf Mammoth,2.089024,non-mesozoic
794,West African Lungfish,2.089024,non-mesozoic
795,Florida Panther,2.054685,non-mesozoic
796,German Shepherds (3),2.048664,non-mesozoic
797,African Wild Dog (pack of 8 - 10),1.998586,non-mesozoic
798,Brazilian Dogo (pack of 4),1.996915,non-mesozoic
799,Western Scrub Jay,1.991481,non-mesozoic
800,Owen's Panther,1.981969,non-mesozoic
801,Boerboels (2),1.981708,non-mesozoic
802,Central American Snapping Turtle,1.975533,non-mesozoic
803,Amur Leopard,1.964679,non-mesozoic
804,Cheetah (female),1.956500,non-mesozoic
805,Dire Wolf (Eastern subspecies),1.954558,non-mesozoic
806,Spotted Hyena (Serengeti male),1.922480,non-mesozoic
807,Nilgai,1.905887,non-mesozoic
808,Komodo Dragon,1.894772,non-mesozoic
809,Common Green Darner,1.892023,non-mesozoic
810,Sandbar Shark,1.887427,non-mesozoic
811,Largetooth Sawfish,1.872326,non-mesozoic
812,European Hornet,1.870064,non-mesozoic
813,North American Cougar (female),1.844609,non-mesozoic
814,Kermode Bear,1.840396,non-mesozoic
815,Percrocuta spp.,1.827129,non-mesozoic
816,Spotted Hyenas (2),1.826865,non-mesozoic
817,Dingo (pack of 5),1.820204,non-mesozoic
818,Einiosaurus procurvicornis,1.818018,dinosaur
819,Giant Asian Mantis,1.818018,non-mesozoic
820,Tosa Inus (3),1.817278,non-mesozoic
821,Eastern Pondhawk,1.813747,non-mesozoic
822,Brazilian Wandering Spider,1.811557,non-mesozoic
823,Carrion Crow (murder of 3),1.811557,non-mesozoic
824,European Sturgeon (Beluga),1.811557,non-mesozoic
825,Gray Four-eyed Opossum,1.811557,non-mesozoic
826,Meraxes gigas,1.811557,dinosaur
827,Smooth Newt,1.811557,non-mesozoic
828,South China Tiger,1.811557,non-mesozoic
829,Barbary Stag,1.811557,non-mesozoic
830,Blue Petrel,1.811557,non-mesozoic
831,Omus dejeani,1.811557,non-mesozoic
832,Common Chimpanzee (troop of 5),1.809129,non-mesozoic
833,Caucasian Shepherd Dogs (6),1.781630,non-mesozoic
834,Mapusaurus roseae (Pack of 7),1.760488,dinosaur
835,Great Tit,1.756105,non-mesozoic
836,Asiatic Black Bear (sow),1.755507,non-mesozoic
837,Mountain Lioness,1.739904,non-mesozoic
838,American Mammoth Jackstock (Donkey),1.736879,non-mesozoic
839,Ysengrinia spp.,1.736879,non-mesozoic
840,Devil's Coach-horse Beetle,1.731068,non-mesozoic
841,Manticora imperator,1.728240,non-mesozoic
842,Microleo attenboroughi,1.728240,non-mesozoic
843,Spiny Dogfish,1.728240,non-mesozoic
844,Green Anaconda,1.720364,non-mesozoic
845,Wild Boar,1.693783,non-mesozoic
846,Shiras' Moose,1.689292,non-mesozoic
847,Arabian Fat-tailed Scorpion,1.680150,non-mesozoic
848,Mexican Jaguaress,1.674889,non-mesozoic
849,Presa Canarios (2),1.669061,non-mesozoic
850,African Golden Wolves (pack of 4),1.653843,non-mesozoic
851,Cougar (male from New Mexico),1.646836,non-mesozoic
852,Iriomote Cat,1.645784,non-mesozoic
853,Alaskan Moose (cow),1.643265,non-mesozoic
854,Prairie Yellowjacket,1.643265,non-mesozoic
855,Two-spotted Ground Beetles (2),1.643265,non-mesozoic
856,Bengal Cat,1.643265,non-mesozoic
857,Cynthiacetus maxwelli,1.643265,non-mesozoic
858,Epomis dejeani,1.643265,non-mesozoic
859,European Badger,1.643265,non-mesozoic
860,Lythronax argestes,1.643265,dinosaur
861,White-lipped Peccary (group of 2/3),1.642208,non-mesozoic
862,Bongo,1.640239,non-mesozoic
863,Blikanasaurus cromptoni,1.636733,dinosaur
864,Bullet Ant,1.621937,non-mesozoic
865,Inostrancevia latifrons,1.620002,non-mesozoic
866,Burrunan Dolphin,1.611678,non-mesozoic
867,Otodus auriculatus,1.605948,non-mesozoic
868,Texas Brown Tarantula,1.605948,non-mesozoic
869,Mountain Anoa,1.590777,non-mesozoic
870,Bobbit Worm,1.578799,non-mesozoic
871,Collared Peccary (Javelina) (pack of 3),1.571318,non-mesozoic
872,Peacock Mantis Shrimp,1.570415,non-mesozoic
873,Sri Lankan Sloth Bear (sow),1.569412,non-mesozoic
874,Sand Tiger (Grey Nurse) Shark,1.567662,non-mesozoic
875,Indian Gharial (Gavial),1.549994,non-mesozoic
876,Black Wildebeest (White-tailed Gnu),1.543852,non-mesozoic
877,White-lipped Peccary (group of 5),1.541488,non-mesozoic
878,Australian Box Jellyfish (Sea Wasp),1.535891,non-mesozoic
879,Eastern Gorilla (Silverback),1.535181,non-mesozoic
880,Cougar (female),1.525838,non-mesozoic
881,Giant Vinegaroon,1.499453,non-mesozoic
882,Lion (Coalition of 5),1.499453,non-mesozoic
883,Spotted Hyena (clan of 4),1.499254,non-mesozoic
884,Brazilian Puma,1.499060,non-mesozoic
885,Spectacled Caiman (female),1.499060,non-mesozoic
886,Giant Anteater (female),1.499060,non-mesozoic
887,Hesperocyon spp. (pack of 2),1.497083,non-mesozoic
888,Boomslang,1.497083,non-mesozoic
889,Microtityus jaumei,1.497083,non-mesozoic
890,Water Bug,1.497083,non-mesozoic
891,Rocky Mountain Elk,1.494999,non-mesozoic
892,Ankylorhiza tiedemani,1.493186,non-mesozoic
893,Geosaurus spp.,1.493186,mesozoic-other
894,Grey Butcherbird,1.493186,non-mesozoic
895,Hemicyon sansaniensis,1.493186,non-mesozoic
896,Brown (Norway) Rat (female),1.493186,non-mesozoic
897,Concavenator corcovatus,1.493186,dinosaur
898,Cretan Deer,1.493186,non-mesozoic
899,Eastern Screech Owl,1.493186,non-mesozoic
900,Hurdia victoria,1.493186,non-mesozoic
901,New Guinea Crocodile,1.493186,non-mesozoic
902,Odontomachus monticola,1.493186,non-mesozoic
903,Prairie Yellowjackets (6),1.493186,non-mesozoic
904,Spotted Eagle Ray,1.485947,non-mesozoic
905,Giant Cheetah,1.476842,non-mesozoic
906,Homo erectus (armed with spear),1.475918,non-mesozoic
907,American Cheetah,1.460963,non-mesozoic
908,Etruscan Shrew,1.460022,non-mesozoic
909,Running Hyena,1.449414,non-mesozoic
910,Giant Teratorn (flock of 2),1.449307,non-mesozoic
911,Cheetah (coalition of 3/4),1.443280,non-mesozoic
912,Greater Kudu,1.442834,non-mesozoic
913,Dire Wolf,1.441244,non-mesozoic
914,Plionarctos edensis,1.436534,non-mesozoic
915,Common Quail,1.427523,non-mesozoic
916,Amazon (Boto) River Dolphin,1.424974,non-mesozoic
917,Homo floresiensis (group of 4) (armed with clubs),1.424365,non-mesozoic
918,Lake Darner,1.422334,non-mesozoic
919,Hyneria lindae,1.420017,non-mesozoic
920,Giant Squid,1.415530,non-mesozoic
921,Argali (Mountain Sheep),1.407646,non-mesozoic
922,American Scimitar (coalition of 2),1.403014,non-mesozoic
923,Red-Bellied Piranha,1.397349,non-mesozoic
924,Common Chimpanzee (troop of 3),1.394682,non-mesozoic
925,Northern Caiman Lizard,1.389632,non-mesozoic
926,English Mastiffs (2/3),1.386512,non-mesozoic
927,Green Tiger Beetle,1.381706,non-mesozoic
928,Atlantic Goliath Grouper Fish,1.376841,non-mesozoic
929,Giant Otter Romp (3),1.370511,non-mesozoic
930,Spotted Hyena,1.359449,non-mesozoic
931,Auvergne Bear,1.357239,non-mesozoic
932,Harp Seal,1.354602,non-mesozoic
933,Sun Bear,1.348625,non-mesozoic
934,Rainbow Lorikeet,1.345416,non-mesozoic
935,Lappet-faced Vultures (venue of 5),1.342128,non-mesozoic
936,Velociraptor mongoliensis (pack of 4),1.333488,dinosaur
937,Simocyon batalleri,1.323236,non-mesozoic
938,Wolf Cichlid,1.323130,non-mesozoic
939,Indian Boar,1.322492,non-mesozoic
940,Dogo Argentino (pack of 2),1.316473,non-mesozoic
941,Macroeuphractus outesi,1.314168,non-mesozoic
942,Fila Brasileiro (Pack of 3),1.310883,non-mesozoic
943,Glacier Bear,1.307733,non-mesozoic
944,Ruby-throated Hummingbird,1.289125,non-mesozoic
945,Dwyer's Snake,1.288047,non-mesozoic
946,Water Deer,1.288047,non-mesozoic
947,Great Diving Beetle,1.288047,non-mesozoic
948,Argentinosaurus huinculensis,1.279323,dinosaur
949,Suskityrannus hazelae,1.272017,dinosaur
950,Elk,1.265192,non-mesozoic
951,Snow Leopardess,1.263472,non-mesozoic
952,Haast's Eagles (2),1.261699,non-mesozoic
953,Humans (2),1.256312,non-mesozoic
954,Roan Antelope,1.255410,non-mesozoic
955,Livestock Gaurdian Donkey,1.251088,non-mesozoic
956,Spotted Hyena (male),1.247637,non-mesozoic
957,Giant Triton,1.244509,non-mesozoic
958,Kangals (2),1.237295,non-mesozoic
959,Himalayan Wolves (pack of 2 - 3),1.237271,non-mesozoic
960,African Wild Ass,1.235927,non-mesozoic
961,Northwestern Wolf (pack of 5),1.228257,non-mesozoic
962,Sloth Bear (sow),1.211891,non-mesozoic
963,Blackspot Shark,1.211891,non-mesozoic
964,Jaragua Dwarf Gecko,1.211891,non-mesozoic
965,Chacma Baboon (troop of 5),1.206565,non-mesozoic
966,American Bulldogs (pack of 3),1.204922,non-mesozoic
967,Blue (Common) Wildebeest,1.200250,non-mesozoic
968,Cookiecutter Shark,1.187811,non-mesozoic
969,Fire Salamander,1.187811,non-mesozoic
970,Southern River Otter,1.187811,non-mesozoic
971,Cyprus Dwarf Elephant,1.184360,non-mesozoic
972,African Tigerfish,1.171376,non-mesozoic
973,Indian Wolf (pack of 3/4),1.167895,non-mesozoic
974,Giant Panda,1.164612,non-mesozoic
975,Pleistocene African Lion,1.164208,non-mesozoic
976,Nimravus brachyops,1.162203,non-mesozoic
977,Coyote (pack of 4),1.157068,non-mesozoic
978,Red Deer,1.155172,non-mesozoic
979,Lesser Stripetail Scorpion,1.152324,non-mesozoic
980,Daphoenodon spp.,1.146011,non-mesozoic
981,Sauroposeidon proteles,1.141104,dinosaur
982,Neanderthal (unarmed),1.140922,non-mesozoic
983,Dhole (Pack of 6/7),1.121927,non-mesozoic
984,American Foxhound (pack of 4),1.120569,non-mesozoic
985,Velociraptor mongoliensis (pack of 3),1.116411,dinosaur
986,Boverisuchus magnifrons,1.111960,non-mesozoic
987,Thylacine (hunting pair),1.106556,non-mesozoic
988,Lappet-faced Vulture (venue of 3),1.103383,non-mesozoic
989,African Rock Python,1.095502,non-mesozoic
990,Bush Dog (pack of 8),1.083917,non-mesozoic
991,Red Bull Ant,1.081137,non-mesozoic
992,Komodo Dragon (male),1.080047,non-mesozoic
993,Indian Leopard,1.078420,non-mesozoic
994,Tosa Inus (2),1.073336,non-mesozoic
995,Cowtail Stingray,1.071088,non-mesozoic
996,Liliensternus liliensterni,1.069626,dinosaur
997,Brazilian she-Puma,1.066171,non-mesozoic
998,Giant Short-faced Kangaroo,1.061739,non-mesozoic
999,(Eastern) Black Carpenter Ant,1.053452,non-mesozoic
1000,African Crowned Eagle (female),1.053452,non-mesozoic
1001,Alaskan Moose (bull),1.053452,non-mesozoic
1002,Arizona Bark Scorpion,1.053452,non-mesozoic
1003,Atlantic Sailfish,1.053452,non-mesozoic
1004,Australian (Common) Blue-tongued Skink,1.053452,non-mesozoic
1005,Beringian Wolf,1.053452,non-mesozoic
1006,Bluff Downs Giant Python,1.053452,non-mesozoic
1007,Bornean Tiger,1.053452,non-mesozoic
1008,Eastern Barred Bandicoot,1.053452,non-mesozoic
1009,Eodromaeus murphi,1.053452,dinosaur
1010,Eoraptor lunensis,1.053452,dinosaur
1011,Eurasian Hoopoe,1.053452,non-mesozoic
1012,European Bee-eater,1.053452,non-mesozoic
1013,European Green Woodpecker,1.053452,non-mesozoic
1014,European Hedgehog,1.053452,non-mesozoic
1015,Giant Green Anemone,1.053452,non-mesozoic
1016,Greater Banded Hornet,1.053452,non-mesozoic
1017,Green Kingfisher,1.053452,non-mesozoic
1018,Harpy Eagle (male),1.053452,non-mesozoic
1019,Land Mullet,1.053452,non-mesozoic
1020,Lion's Mane Jellyfish,1.053452,non-mesozoic
1021,Miracinonyx trumani,1.053452,non-mesozoic
1022,Mountain Bluebird (flock of 5),1.053452,non-mesozoic
1023,North American Wheel Bug,1.053452,non-mesozoic
1024,Pterygotus grandidentatus,1.053452,non-mesozoic
1025,Sambir Lion,1.053452,non-mesozoic
1026,Shining Bronze-cuckoo,1.053452,non-mesozoic
1027,Six-spot Ground Beetle,1.053452,non-mesozoic
1028,Tartarocyon cazanavei,1.053452,non-mesozoic
1029,Titanophoneus potens,1.053452,non-mesozoic
1030,Titanosuchus ferox,1.053452,non-mesozoic
1031,Wood Bison (cow),1.053452,non-mesozoic
1032,Magnificent Sea Anemone,1.024774,non-mesozoic
1033,Atlantic Portuguese Man o' War,1.024402,non-mesozoic
1034,Tibetan Mastiffs (2),1.006681,non-mesozoic
1035,Plains (Common) Zebra (Stallion),1.005138,non-mesozoic
1036,Kangals (5),1.003318,non-mesozoic
1037,Rottweilers (3),1.003263,non-mesozoic
1038,Bipalium kewense,1.000456,non-mesozoic
1039,Vaquita,0.999544,non-mesozoic
1040,Himalayan Wolf (pack of 2),0.998818,non-mesozoic
1041,Mbu Puffer,0.998772,non-mesozoic
1042,Leopardess,0.998693,non-mesozoic
1043,American Bald Eagles (2),0.998494,non-mesozoic
1044,Ursavus elmensis,0.988863,non-mesozoic
1045,Giganotosaurus carolinii (pack of 3),0.972532,dinosaur
1046,Giant Otter Romp (2/3),0.968387,non-mesozoic
1047,Mandrill (coalition of 2),0.968013,non-mesozoic
1048,Eurasian Lynx (male),0.963834,non-mesozoic
1049,Red-footed Cannibalfly,0.963418,non-mesozoic
1050,Bearded (Square Flipper) Seal,0.959574,non-mesozoic
1051,Dhole (Pack of 3),0.959526,non-mesozoic
1052,Dhole (Pack of 4),0.959507,non-mesozoic
1053,Spotted Hyenas (clan of 5),0.953232,non-mesozoic
1054,Stone Centipede,0.942733,non-mesozoic
1055,Synoplotherium vorax,0.939196,non-mesozoic
1056,European Medicinal Leech,0.934291,non-mesozoic
1057,Guineafowl Puffer,0.934291,non-mesozoic
1058,Megapiranha paranensis,0.934291,non-mesozoic
1059,European Dwarf Mantis,0.931357,non-mesozoic
1060,Giant Forest Ant,0.930593,non-mesozoic
1061,Kitti's Hog-nosed Bat,0.929067,non-mesozoic
1062,Common Chimpanzee (troop of 2),0.917627,non-mesozoic
1063,Colorado Potato Beetle,0.915726,non-mesozoic
1064,Titan Triggerfish,0.915726,non-mesozoic
1065,Cantabrian Brown Bear (sow),0.915726,non-mesozoic
1066,Black Mouth Curs (2),0.912814,non-mesozoic
1067,Mishmi Takin,0.896942,non-mesozoic
1068,Neanderthal (both unarmed),0.889158,non-mesozoic
1069,Snow Leopard,0.885495,non-mesozoic
1070,Mangrove Snapper,0.884657,non-mesozoic
1071,Blue-eyed Darner,0.880336,non-mesozoic
1072,Cheetah (male),0.878342,non-mesozoic
1073,Cheetah (coalition of 2),0.877162,non-mesozoic
1074,Common Warthog (sow),0.876476,non-mesozoic
1075,Giant Trevally,0.874119,non-mesozoic
1076,Indian Crested Porcupine,0.866059,non-mesozoic
1077,Fang's Pufferfish,0.861584,non-mesozoic
1078,Australian Giant Mantis,0.861584,non-mesozoic
1079,Nuralagus rex,0.861584,non-mesozoic
1080,Oculudentavis khaungraae,0.860863,mesozoic-other
1081,Desert Warthog,0.860244,non-mesozoic
1082,Giant Grouper,0.859980,non-mesozoic
1083,Belgian Malinois (2),0.857735,non-mesozoic
1084,Dwarf Sperm Whale,0.855688,non-mesozoic
1085,Dromaeosauroides bornholmensis,0.852346,dinosaur
1086,Eastern Gorilla (female),0.852328,non-mesozoic
1087,African Wild Dog (pack of 2),0.851834,non-mesozoic
1088,Common Warthog,0.843433,non-mesozoic
1089,Ocellated Skink,0.834935,non-mesozoic
1090,Galgo Patagonico,0.834924,non-mesozoic
1091,Megarian Banded Centipede,0.833380,non-mesozoic
1092,Maine Coon Cat,0.833161,non-mesozoic
1093,Reticulated Python,0.824156,non-mesozoic
1094,Eurasian Wolf,0.821206,non-mesozoic
1095,Atlantic Torpedo,0.819252,non-mesozoic
1096,Iberian Wolf,0.818453,non-mesozoic
1097,Gastornis gigantea,0.807962,non-mesozoic
1098,Tundra Wolf,0.800860,non-mesozoic
1099,Blue Shark,0.798921,non-mesozoic
1100,Common Chimpanzee (troop of 4),0.796091,non-mesozoic
1101,Tusotheuthis longa,0.794444,mesozoic-other
1102,Wonambi naracoortensi,0.792730,non-mesozoic
1103,Steppe Bison,0.790983,non-mesozoic
1104,Staghounds (2),0.783367,non-mesozoic
1105,Red River Hog,0.781500,non-mesozoic
1106,East European Shepherds (2),0.780045,non-mesozoic
1107,Golden-ringed Dragonfly,0.776081,non-mesozoic
1108,Lowland Anoa,0.767764,non-mesozoic
1109,Asiatic Cheetah (coalition of 3 - 4),0.767104,non-mesozoic
1110,Sea Gooseberry,0.763835,non-mesozoic
1111,Alioramus altai,0.743217,dinosaur
1112,Balearic Islands Cave Goat,0.743217,non-mesozoic
1113,Black Rat (male),0.743217,non-mesozoic
1114,Eastern Grey Squirrel,0.743217,non-mesozoic
1115,Emerald Cuckoo Wasp,0.743217,non-mesozoic
1116,Hall's New Guinea Crocodile,0.743217,non-mesozoic
1117,Rosecone Cuttlefish,0.743217,non-mesozoic
1118,Texas Horned Lizard,0.743217,non-mesozoic
1119,Grey Shrikethrush (mated pair),0.743217,non-mesozoic
1120,Kyhytysuka sachicarum,0.743217,mesozoic-other
1121,Metriorhynchus brevirostris,0.743217,mesozoic-other
1122,Mukupirna nambensis,0.743217,non-mesozoic
1123,Brown Hyena,0.742924,non-mesozoic
1124,Goliath Tigerfish,0.741639,non-mesozoic
1125,Four-toed Hedgehog,0.741282,non-mesozoic
1126,Jack Jumper Ant,0.741282,non-mesozoic
1127,Predaceous Diving Beetle,0.741282,non-mesozoic
1128,Hyracotherium leporinum,0.741282,non-mesozoic
1129,Hyaenodon horridus,0.740615,non-mesozoic
1130,Giant Otter (Boar),0.740304,non-mesozoic
1131,Broad-snouted Caiman,0.740304,non-mesozoic
1132,Tasmanian Giant Crab (male),0.740304,non-mesozoic
1133,Chasmosaurus belli,0.740110,dinosaur
1134,Giant Black Camel Spider,0.740110,non-mesozoic
1135,Dinopithecus ingens (troop of 3),0.739060,non-mesozoic
1136,Little Fire Ants (2 - 3),0.738564,non-mesozoic
1137,Red Imported Fire Ant,0.733335,non-mesozoic
1138,African Leopard (Congo),0.722885,non-mesozoic
1139,Northwestern Wolf,0.716571,non-mesozoic
1140,Patriofelis ferox,0.716409,non-mesozoic
1141,Rhodesian Ridgebacks (2),0.708516,non-mesozoic
1142,Boston Terrier,0.708288,non-mesozoic
1143,Sun Bear (boar),0.707119,non-mesozoic
1144,Yacare Caiman,0.704474,non-mesozoic
1145,Brown Fur Seal,0.700168,non-mesozoic
1146,Borophagus parvus,0.697476,non-mesozoic
1147,Marimbondo-tatu,0.692114,non-mesozoic
1148,Western Black Widow Spider,0.692114,non-mesozoic
1149,Basilosaurus isus,0.691031,non-mesozoic
1150,Common Garter Snake,0.691031,non-mesozoic
1151,Rottweilers (2),0.690403,non-mesozoic
1152,Dingo (pack of 3/4),0.689785,non-mesozoic
1153,Arabian Leopard,0.686975,non-mesozoic
1154,Ganges Shark,0.685789,non-mesozoic
1155,Grey Wolf,0.679730,non-mesozoic
1156,Bighorn Sheep,0.676552,non-mesozoic
1157,Albertonectes vanderveldei,0.675338,mesozoic-other
1158,Denversaurus schlessmani,0.675338,dinosaur
1159,Eurasian (European) Beaver,0.675338,non-mesozoic
1160,Grivet,0.675338,non-mesozoic
1161,House Centipede,0.675338,non-mesozoic
1162,Dromedary (Arabian) Camel (cow),0.675338,non-mesozoic
1163,Giant Northern Termite,0.675338,non-mesozoic
1164,Stygian Robber,0.675338,non-mesozoic
1165,East Timor Giant Rat,0.674305,non-mesozoic
1166,American Black Bear (sow from Montana),0.673874,non-mesozoic
1167,Mainland Serow,0.671521,non-mesozoic
1168,Great Grey (Northern) Shrike,0.667570,non-mesozoic
1169,East Indian Harvesting Ants (2),0.666698,non-mesozoic
1170,Texas Longhorn,0.660913,non-mesozoic
1171,Common Thresher Shark,0.660647,non-mesozoic
1172,Western Gorilla (female),0.660125,non-mesozoic
1173,Northern Fur Seal,0.657638,non-mesozoic
1174,Pampas Fox,0.655630,non-mesozoic
1175,Cape Leopard,0.644895,non-mesozoic
1176,Australian Giant Cuttlefish,0.642133,non-mesozoic
1177,Numbat,0.642133,non-mesozoic
1178,Saga pedo,0.642133,non-mesozoic
